MUNICIPIO,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,ACIDENTES,LATITUDE,LONGITUDE,BOTROPICO,CROTALICO,ELAPIDICO,LAQUETICO,LOXOSCELICO,FONEUTRICO,ESCORPIONICO,LONOMICO,lat,lon
ADAMANTINA,350010,GVE 19 MARILIA,SANTA CASA DE MISERICÓRDIA - ADAMANTINA,"R. JOAQUIM LUIZ VIANA, 209",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(18) 3502-2200,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.169.281,-5.107.063,1,1,0,0,1,1,1,0,-21.69281,-51.07063
ADOLFO,350020,GVE 29 SAO JOSE DO RIO PRETO,"UNIDADE BÁSICA DE SAÚDE DE ADOLFO
","RUA MANOEL CARLOS FIGUEIREDO FERRAZ, ADOLFO - SP
",0,,1,(17) 3814-1295,,-2.123.312,-4.964.184,0,0,0,0,0,0,0,0,-21.23312,-49.64184
AGUAI,350030,GVE 26 SAO JOAO DA BOA VISTA,PRONTO SOCORRO MUNICIPAL DE AGUAI,"R. Alexandrino de Alençar, 127 - Vila Bom Gosto, Aguaí - SP, 13863-016",0,,1,(19) 3653-7179,,-2.206.347,-4.698.109,0,0,0,0,0,0,0,0,-22.06347,-46.98109
AGUAS DA PRATA,350040,GVE 26 SAO JOAO DA BOA VISTA,"UNIDADE INTEGRADA DE SAÚDE LEOPOLDO DE ARAÚJO
","AVENIDA LÁZARO ANSELMO RAMOS, 200 - JARDIM ÁGUAS DA PRATA, ÁGUAS DA PRATA - SP, 13890-000
",0,,0,(19) 3642-1303,,-2.194.658,-4.672.514,0,0,0,0,0,0,0,0,-21.94658,-46.72514
AGUAS DE LINDOIA,350050,GVE 17 CAMPINAS,HOSPITAL SÃO CAMILO - ÁGUAS DE LINDÓIA,"RUA SANTA CATARINA, 158",1,Escorpiônico,1,(19) 3824-1122,ESCORPIÃO.,-2.247.367,-4.663.425,0,0,0,0,0,0,1,0,-22.47367,-46.63425
AGUAS DE SANTA BARBARA,350055,GVE 16 BOTUCATU,UBS ÁGUAS DE SANTA BÁRBARA,"AVENIDA ABEL DO IMPÉRIO, 455 - JARDIM ADONIS, ÁGUAS DE SANTA BÁRBARA - SP, 18770-000
",0,,0,(14) 3765-1590,,-2.288.738,-4.923.892,0,0,0,0,0,0,0,0,-22.88738,-49.23892
AGUAS DE SAO PEDRO,350060,GVE 20 PIRACICABA,PRONTO ATENDIMENTO DE ÁGUAS DE SÃO PEDRO,"RUA ANTÔNIO FEIJÓ - CENTRO, ÁGUAS DE SÃO PEDRO - SP, 13528-021",0,,1,(19) 3482-1721,,-2.259.686,-4.787.857,0,0,0,0,0,0,0,0,-22.59686,-47.87857
AGUDOS,350070,GVE 15 BAURU,HOSPITAL DE AGUDOS,"Av. Benedito Otoni, 209 - Centro, Agudos - SP, 17120-000",0,,1,(14) 3262-8800,,-2.246.940,-4.898.442,0,0,0,0,0,0,0,0,-22.4694,-48.98442
ALAMBARI,350075,GVE 31 SOROCABA,UBS ALAMBARI,"RUA JOSÉ VLADIMIR NORONHA DE OLIVEIRA, 150 - CENTRO, ALAMBARI - SP, 18220-000",0,,0,(15) 3274-1160,,-2.355.305,-4.789.878,0,0,0,0,0,0,0,0,-23.55305,-47.89878
ALFREDO MARCONDES,350080,GVE 21 PRESIDENTE PRUDENTE,UBS DE ALFREDO MARCONDES,"RUA DAS AMÉRICAS, 558 - CENTRO, ALFREDO MARCONDES - SP, 19180-000",0,,0,(18) 3266-8350,,-2.195.264,-5.141.383,0,0,0,0,0,0,0,0,-21.95264,-51.41383
ALTAIR,350090,GVE 14 BARRETOS,UNIDADE DE SAÚDE DA FAMÍLIA - ALTAIR,"RUA JOSÉ GARCIA DE SOUZA, 205 - ALTAIR - SP, 15430-046",0,,0,-,,-2.052.323,-4.906.280,0,0,0,0,0,0,0,0,-20.52323,-49.0628
ALTINOPOLIS,350100,GVE 24 RIBEIRAO PRETO,HOSPITAL DE MISERICÓRDIA - ALTINÓPOLIS,"RUA CORONEL JOAQUIM ALBERTO, 421, CENTRO",1,"Botrópico, Crotálico e Escorpiônico.",1,(16) 3665-7200 / 3665-9624,JARARACA; CASCAVEL; ESCORPIÃO.,-2.102.664,-4.737.584,1,1,0,0,0,0,1,0,-21.02664,-47.37584
ALTO ALEGRE,350110,GVE 11 ARACATUBA,HOSPITAL PADRE JOÃO W. BRAEM,"RUA FLORIANO PEIXOTO, 149 - ALTO ALEGRE - SP, 16310-000",0,,1,(18) 3657-1207,,-2.158.108,-5.016.665,0,0,0,0,0,0,0,0,-21.58108,-50.16665
ALUMINIO,350115,GVE 31 SOROCABA,PRONTO ATENDIMENTO MUNICIPAL ALUMINIO,"RUA ALBERTO BERTELLI, 300 - VILA PEDÁGIO, ALUMÍNIO - SP, 18125-000",0,,1,(11) 4715-7166,,-2.351.748,-4.725.398,0,0,0,0,0,0,0,0,-23.51748,-47.25398
ALVARES FLORENCE,350120,GVE 29 SAO JOSE DO RIO PRETO,POSTO DE ATENDIMENTO A SAUDE ORLANDO MARANGAO,"RUA 13 DE MAIO, 196 - BOA VISTA DOS ANDRADAS, ÁLVARES FLORENCE - SP, 15540-000",0,,0,(17) 3486-6102,,-2.020.124,-4.987.437,0,0,0,0,0,0,0,0,-20.20124,-49.87437
ALVARES MACHADO,350130,GVE 21 PRESIDENTE PRUDENTE,SANTA CASA DE ALVARES MACHADO,"R. Monsenhor Nakamura, S/N - CENTRO, Álvares Machado - SP, 19160-000",0,,1,(18) 3273-1605,,-2.207.996,-5.147.549,0,0,0,0,0,0,0,0,-22.07996,-51.47549
ALVARO DE CARVALHO,350140,GVE 19 MARILIA,CS DE ALVARO CARVALHO,"RUA JOAQUIM BRONZE MENDES, 55 - ÁLVARO DE CARVALHO - SP, 17410-027",0,,0,(14) 3484-1147,,-2.207.950,-4.972.169,0,0,0,0,0,0,0,0,-22.0795,-49.72169
ALVINLANDIA,350150,GVE 19 MARILIA,CS ALVINLANDIA,"RUA AMADEU CRIPPA - JARDIM SÃO RAFAEL, ALVINLÂNDIA - SP, 17430-000",0,,0,-,,-2.243.811,-4.976.799,0,0,0,0,0,0,0,0,-22.43811,-49.76799
AMERICANA,350160,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL WALDEMAR TEBALDI,"AV. DA SAÚDE, 415, JD. N. SRA. FÁTIMA",1,"Escorpiônico e Loxoscélico, Fonêutrico.",1,(19) 3471-6750,ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.274.206,-4.730.875,0,0,0,0,1,1,1,0,-22.74206,-47.30875
AMERICO BRASILIENSE,350170,GVE 12 ARARAQUARA,HOSPITAL ESTADUAL AMERICO BRASILIENSE,"Alameda Aldo Lupo, 1260 - Vila Cerqueira, Américo Brasiliense - SP, 14820-450",0,,1,(16) 3393-7800,,-2.174.103,-4.812.190,0,0,0,0,0,0,0,0,-21.74103,-48.1219
AMERICO DE CAMPOS,350180,GVE 29 SAO JOSE DO RIO PRETO,CS DE AMERICO DE CAMPOS,"RUA SÃO JOÃO, 617 - AMÉRICO DE CAMPOS - SP, 15550-000",0,,1,(17) 3445-1206,,-2.029.778,-4.973.363,0,0,0,0,0,0,0,0,-20.29778,-49.73363
AMPARO,350190,GVE 17 CAMPINAS,SANTA CASA ANNA CINTRA - AMPARO,"RUA ANNA CINTRA, 332",1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(19) 3807-4477,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.269.689,-4.676.837,1,1,0,0,1,1,1,0,-22.69689,-46.76837
ANALANDIA,350200,GVE 20 PIRACICABA,CENTRO DE SAUDE DE ANALANDIA,"AVENIDA 12, 235 - ANALÂNDIA - SP, 13550-000",0,,1,(19) 3566-9100,,-2.212.265,-4.766.518,0,0,0,0,0,0,0,0,-22.12265,-47.66518
ANDRADINA,350210,GVE 11 ARACATUBA,SANTA CASA DE ANDRADINA,"AV. GUANABARA, 730",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico",1,(18) 3702-1100,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.089.389,-5.137.442,1,1,0,0,1,1,1,0,-20.89389,-51.37442
ANGATUBA,350220,GVE 31 SOROCABA,SANTA CASA DE ANGATUBA,"PRAÇA LEVI LISBOA, Nº 1202",1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(15) 3255-1055,JARARACA; CASCAVEL; ESCORPIÃO.,-2.349.262,-4.841.499,1,1,0,0,1,1,1,0,-23.49262,-48.41499
ANHEMBI,350230,GVE 16 BOTUCATU,PRONTO ATENDIMENTO DE ANHEMBI,"RUA PRUDENTE DE MORAES, 337 - CENTRO, ANHEMBI - SP, 18620-000",0,,1,(14) 3884-1133,,-2.278.966,-4.812.610,0,0,0,0,0,0,0,0,-22.78966,-48.1261
ANHUMAS,350240,GVE 21 PRESIDENTE PRUDENTE,UBS MARINA CEOLIN LOPES DE ANHUMAS,"RUA VICENTE LOPES RAMON, 581-681 - CENTRO, ANHUMAS - SP, 19580-000",0,,0,(18) 3286-1221,,-2.229.652,-5.138.647,0,0,0,0,0,0,0,0,-22.29652,-51.38647
APARECIDA,350250,GVE 33 TAUBATE,SANTA CASA DE MISERICORDIA DE APARECIDA,"R. Barão do Rio Branco, 470 - Centro, Aparecida - SP, 12570-000",0,,1,(12) 3104-5555,,-2.284.047,-4.522.699,0,0,0,0,0,0,0,0,-22.84047,-45.22699
APARECIDA DOESTE,350260,GVE 30 JALES,SANTA CASA DE APARECIDA DOESTE,"R. São Paulo, 1235 - Centro, Aparecida d'Oeste - SP, 15735-000",0,,1,(17) 3635-1122,,-2.044.987,-5.087.908,0,0,0,0,0,0,0,0,-20.44987,-50.87908
APIAI,350270,GVE 32 ITAPEVA,HOSPITAL DOUTOR ADEMAR DE BARROS - APIAÍ,"R. PRIMEIRO DE MAIO, 336 - CENTRO",1,"Botrópico, Crotálico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(15) 3552-1266,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.451.549,-4.884.286,1,1,0,0,1,1,1,1,-24.51549,-48.84286
ARACARIGUAMA,350275,GVE 31 SOROCABA,PRONTO ATENDIMENTO DE ARACARIGUAMA,"AVENIDA DEZENOVE DE MAIO, 02 - CENTRO, ARAÇARIGUAMA - SP, 18147-000",0,,1,(11) 4136-1010,,-2.343.805,-4.706.114,0,0,0,0,0,0,0,0,-23.43805,-47.06114
ARACATUBA,350280,GVE 11 ARACATUBA,SANTA CASA DE MISERICÓRDIA DE ARAÇATUBA,"RUA FLORIANO PEIXOTO, 896 VILA MENDONÇA",1,"Botrópico, Crotálico, Elapídico, Loxoscélico, Fonêutrico, Escorpiônico e Lonômico.",1,(18) 3607-3000,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.120.603,-5.042.993,1,1,1,0,1,1,1,1,-21.20603,-50.42993
ARACOIABA DA SERRA,350290,GVE 31 SOROCABA,UNIDADE DE PRONTO ATENDIMENTO DE ARACOIABA DA SERRA,"RUA DR. AFONSO VERGUEIRO, S/N - CENTRO, ARAÇOIABA DA SERRA - SP, 18190-000",0,,1,(15) 3281-7160,,-2.350.546,-4.761.822,0,0,0,0,0,0,0,0,-23.50546,-47.61822
ARAMINA,350300,GVE 18 FRANCA,UBS CENTRO DE SAÚDE ARAMINA,"RUA HENRIQUE JORGE HAUCH - ARAMINA - SP, 14550-000",0,,1,(16) 3752-7030,,-2.008.538,-4.778.761,0,0,0,0,0,0,0,0,-20.08538,-47.78761
ARANDU,350310,GVE 16 BOTUCATU,HOSPITAL SAO VICENTE DE PAULA DE ARANDU,"R. Dezenove de Março, 731 - Centro, Arandu - SP, 18710-000",0,,1,(14) 3766-1157,,-2.313.250,-4.905.222,0,0,0,0,0,0,0,0,-23.1325,-49.05222
ARAPEI,350315,GVE 33 TAUBATE,UBS DE ARAPEÍ DR HAROLDO VIANA RODRIGUES,"RUA SERGIO ANTÔNIO GOMES VIANA, 130 - ARAPEÍ - SP, 12870-000",0,,1,(12) 3115-1435,,-2.267.203,-4.444.747,0,0,0,0,0,0,0,0,-22.67203,-44.44747
ARARAQUARA,350320,GVE 12 ARARAQUARA,UNIDADE DE RETAGUARDA DO MELHADO,"RUA EITOR BIM, N° 91, VILA SUCONAZA, ARARAQUARA",1,"Botrópico, Crotálico, Elapídico, Loxoscélico, Fonêutrico, Escorpiônico e Lonômico.",1,(16) 3334-6900,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.180.519,-4.817.127,1,1,1,0,1,1,1,1,-21.80519,-48.17127
ARARAS,350330,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA - ARARAS,"PRAÇA DR. NARCISO GOMES, 49",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(19) 3543-5400,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.235.774,-4.738.001,1,1,0,0,1,1,1,0,-22.35774,-47.38001
ARCO IRIS,350335,GVE 19 MARILIA,UBS ANTÔNIO CURADOR,"RUA FRANCISCO MORALES ESCUBERO - ARCO-ÍRIS - SP, 17630-000",0,,0,(14) 3477-1212,,-2.177.296,-5.046.767,0,0,0,0,0,0,0,0,-21.77296,-50.46767
AREALVA,350340,GVE 15 BAURU,SANTA CASA DE MISERICORDIA DE AREALVA,"R. Jacinto Ribeiro de Barros, 342 - Centro, Arealva - SP, 17160-000",0,,1,(14) 3296-1222,,-2.202.968,-4.890.801,0,0,0,0,0,0,0,0,-22.02968,-48.90801
AREIAS,350350,GVE 33 TAUBATE,PRONTO SOCORRO MUNICIPAL AREIAS,"RUA PREFEITO BENEDITO DE OLIVEIRA RAMOS, 32 - AREIAS - SP, 12820-000",0,,1,(12) 3107-1157,,-2.258.148,-4.469.373,0,0,0,0,0,0,0,0,-22.58148,-44.69373
AREIOPOLIS,350360,GVE 16 BOTUCATU,UNIDADE MISTA DE SAUDE DE AREIOPOLIS,"RUA VEREADOR IGNÁCIO LEITE, 800 - NÚCLEO HABITACIONAL COMENDADOR JOSÉ ZILLO, AREIÓPOLIS - SP, 18670-000",0,,1,(14) 3846-9808,,-2.267.714,-4.866.652,0,0,0,0,0,0,0,0,-22.67714,-48.66652
ARIRANHA,350370,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL JULIA RUETE ARIRANHA,"RUA SIQUEIRA CAMPOS, 29 - CENTRO, ARIRANHA - SP, 15960-000",0,,1,(17) 3576-1305,,-2.118.885,-4.878.488,0,0,0,0,0,0,0,0,-21.18885,-48.78488
ARTUR NOGUEIRA,350380,GVE 17 CAMPINAS,HOSPITAL E MATERNIDADE DE ARTUR NOGUEIRA,"Av. Dr. Fernando Arens, 939 - Santo Amaro, Artur Nogueira - SP, 13160-000",0,,1,(19) 3827-7000,,-2.257.685,-4.717.739,0,0,0,0,0,0,0,0,-22.57685,-47.17739
ARUJA,350390,GVE 8 MOGI DAS CRUZES,HOSPITAL DALILA FERREIRA BARBOSA,"R. Maria de Lourdes Maxim, 75 - Jardim Renata, Arujá - SP, 07402-015",0,,1,(11) 4652-3000,,-2.339.263,-4.631.464,0,0,0,0,0,0,0,0,-23.39263,-46.31464
ASPASIA,350395,GVE 30 JALES,UBS DE ASPASIA,"AVENIDA BRASIL, 476 - CENTRO, ASPÁSIA - SP, 15763-000",0,,0,(17) 3664-8787,,-2.016.203,-5.072.577,0,0,0,0,0,0,0,0,-20.16203,-50.72577
ASSIS,350400,GVE 13 ASSIS,UPA DE ASSIS,"RUA OSMAR LUCHINI, 670",1,"Botrópico, Crotálico, Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(18) 3222-3553 / 3302-6069,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.264.640,-5.040.315,1,1,1,0,1,1,1,1,-22.6464,-50.40315
ATIBAIA,350410,GVE 17 CAMPINAS,SANTA CASA DE ATIBAIA,"PRAÇA DR. MIGUEL VAIRO, 104",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(11) 4411-0062,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.311.461,-4.655.001,1,1,0,0,1,1,1,0,-23.11461,-46.55001
AURIFLAMA,350420,GVE 11 ARACATUBA,SANTA CASA DE AURIFLAMA,"RUA ALFREDO DAINESI, 59-52",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(17) 842-1282,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.068.516,-5.055.503,1,1,0,0,1,1,1,0,-20.68516,-50.55503
AVAI,350430,GVE 15 BAURU,CENTRO DE SAUDE DE AVAI,"PRAÇA MAJOR GASPARINO QUADROS, 460 - AVAÍ - SP, 16680-000",0,,1,(14) 3287-1465,,-2.215.668,-4.933.101,0,0,0,0,0,0,0,0,-22.15668,-49.33101
AVANHANDAVA,350440,GVE 11 ARACATUBA,UNIDADE MISTA DE AVANHANDAVA,"RUA AVANHANDAVA, 269 - AVANHANDAVA - SP, 16360-000",0,,1,-,,-2.145.821,-4.994.994,0,0,0,0,0,0,0,0,-21.45821,-49.94994
AVARE,350450,GVE 16 BOTUCATU,SANTA CASA DE MISERICÓRDIA DE AVARÉ,"R. PARAÍBA, Nº 1003 - CENTRO",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(14) 3711-9100,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.310.116,-4.892.851,1,1,0,0,1,1,1,0,-23.10116,-48.92851
BADY BASSITT,350460,GVE 29 SAO JOSE DO RIO PRETO,PRONTO ATENDIMENTO ALCIMINO ASSIS LOURENCO,"RUA CASTRO ALVES, 1462 - BADY BASSITT - SP, 15115-000",0,,1,-,,-2.091.741,-4.944.842,0,0,0,0,0,0,0,0,-20.91741,-49.44842
BALBINOS,350470,GVE 15 BAURU,CENTRO DE SAUDE III DE BALBINOS,"RUA GABRIEL DANUZIO - BALBINOS - SP, 16640-000",0,,0,(14) 3583-1394,,-2.189.998,-4.935.609,0,0,0,0,0,0,0,0,-21.89998,-49.35609
BALSAMO,350480,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE DE URGENCIA E EMERGENCIA DR LUIZ ALBERTO DO AMARAL,"RUA LOURENÇA DIOGO AYALA, 489 - BÁLSAMO - SP, 15140-000",0,,1,(17) 3264-1320,,-2.073.680,-4.958.102,0,0,0,0,0,0,0,0,-20.7368,-49.58102
BANANAL,350490,GVE 33 TAUBATE,UNIDADE MISTA DE SAÚDE MONS CID FRANCA SANTOS,AV. BOM JESUS 134 - CENTRO - CEP 12.850-000,1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(12) 3116-2188 / (12) 3116-3117,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.268.130,-4.431.979,1,1,0,0,1,1,1,0,-22.6813,-44.31979
BARAO DE ANTONINA,350500,GVE 16 BOTUCATU,CENTRO DE SAUDE BARAO DE ANTONINA,"RUA SÃO PAULO - CENTRO, BARÃO DE ANTONINA - SP, 18490-045",0,,0,(15) 3573-1296,,-2.362.927,-4.956.389,0,0,0,0,0,0,0,0,-23.62927,-49.56389
BARBOSA,350510,GVE 11 ARACATUBA,CENTRO DE SAUDE DE BARBOSA,"AVENIDA DONA RICARDINA, 645 - CENTRO, BARBOSA - SP, 16350-000",0,,1,(18) 3655-1408,,-2.126.578,-4.994.868,0,0,0,0,0,0,0,0,-21.26578,-49.94868
BARIRI,350520,GVE 15 BAURU,IRMANDADE DA SANTA CASA DE MISERICORDIA DE BARIRI,"Av. Cel. Antônio José de Carvalho, 409 - Jardim Paraíso, Bariri - SP, 17250-182",1,Escorpiônico,1,(14) 3662-6522,ESCORPIÃO,-2.207.003,-4.873.761,0,0,0,0,0,0,1,0,-22.07003,-48.73761
BARRA BONITA,350530,GVE 15 BAURU,HOSPITAL E MATERNIDADE SAO JOSE BARRA BONITA,"Rua 14 de Dezembro, 490 - Centro, Barra Bonita - SP, 17340-000",1,Escorpiônico,1,(14) 3604-7114,ESCORPIÃO,-2.249.521,-4.855.585,0,0,0,0,0,0,1,0,-22.49521,-48.55585
BARRA DO CHAPEU,350535,GVE 32 ITAPEVA,UNIDADE BÁSICA DE SAÚDE GERALDO VITORINO COELHO,"BECO MARIA ISABEL DA ROSA, 40 - CENTRO, BARRA DO CHAPÉU - SP, 18325-000",0,,1,(15) 9969-48985,,-2.447.076,-4.902.430,0,0,0,0,0,0,0,0,-24.47076,-49.0243
BARRA DO TURVO,350540,GVE 23 REGISTRO,PRONTO ATENDIMENTO - BARRA DO TURVO,"VEREADOR FIRMINO PEDROSO DOS SANTOS, 375 - BAIRRO BOA ESPERANÇA",1,"Botrópico, Crotálico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(15) 3578-9420,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.475.101,-4.850.516,1,1,0,0,1,1,1,0,-24.75101,-48.50516
BARRETOS,350550,GVE 14 BARRETOS,SANTA CASA DE MISERICÓRDIA DE BARRETOS,AV 23 Nº 1208,1,"Botrópico, Crotálico, Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(17) 3321-2500,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.055.923,-4.857.377,1,1,1,0,1,1,1,1,-20.55923,-48.57377
BARRINHA,350560,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA DE SAUDE BARRINHA JOSE ATILIO MARCARI,"AVENIDA JAMIL SAID SALEH, 777 - JARDIM PAULISTA, BARRINHA - SP, 14860-000",0,,1,(16) 3943-9180,,-2.119.417,-4.815.937,0,0,0,0,0,0,0,0,-21.19417,-48.15937
BARUERI,350570,GVE 10 OSASCO,HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO MORAN,"Rua Ângela Mirella, 354 - Jardim Barueri, Barueri - SP, 06463-320",0,,1,(11) 2575-3200,,-2.349.663,-4.687.233,0,0,0,0,0,0,0,0,-23.49663,-46.87233
BASTOS,350580,GVE 19 MARILIA,HOSPITAL DE BASTOS,"R. Prof. Paulo Seizi Zakimi, 55 - Centro, Bastos - SP, 17690-000",0,,1,(14) 3478-1096,,-2.192.201,-5.072.993,0,0,0,0,0,0,0,0,-21.92201,-50.72993
BATATAIS,350590,GVE 24 RIBEIRAO PRETO,UPA - BATATAIS,"AV. MOACIR DIAS DE MORAIS, 505",1,Escorpiônico,1,(16) 3761-9474 / 3761-9499,ESCORPIÃO.,-2.090.450,-4.758.797,0,0,0,0,0,0,1,0,-20.9045,-47.58797
BAURU,350600,GVE 15 BAURU,UPA BELA VISTA (CRIANÇAS DE 0 A 14 ANOS) - OBS. ACIDENTE POR LONÔMIA ATENDIMENTO ADULTOS E CRIANÇAS,"RUA MARÇAL DE ARRUDA CAMPOS, Nº 4-45",1,"Botrópico, Crotálico, Escorpiônico, Lonômico e Loxoscélico, Fonêutrico.",1,(14) 3102-1213,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; LONÔMIA; ESCORPIÃO.,-2.230.854,-4.908.963,1,1,0,0,1,1,1,1,-22.30854,-49.08963
BAURU,350600,GVE 15 BAURU,PRONTO SOCORRO MUNICIPAL CENTRAL (PACIENTES À PARTIR DE 15 ANOS),"RUA RUBENS ARRUDA, QD. 07, S/N",1,"Botrópico, Crotálico, Elapídico, Escorpiônico e Loxoscélico, Fonêutrico.",1,(14) 3104-1160,JARARACA; CASCAVEL; CORAL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.233.082,-4.907.806,1,1,1,0,1,1,1,0,-22.33082,-49.07806
BEBEDOURO,350610,GVE 14 BARRETOS,UPA DR. MANOEL JOAQUIM DOS REIS,"RUA LUIS BRUNELLI, 00 - JARDIM JÚLIA",1,"Botrópico, Crotálico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico.",1,(17) 3344-8100,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO; LONÔMIA.,-2.093.465,-4.849.657,1,1,0,0,1,1,1,1,-20.93465,-48.49657
BENTO DE ABREU,350620,GVE 11 ARACATUBA,UBS DR JOSÉ ROSSETO,"RUA DR. JOSÉ ROSSETO, 58 - BENTO DE ABREU - SP, 16790-000",0,,0,(18) 3601-1321,,-2.127.135,-5.081.554,0,0,0,0,0,0,0,0,-21.27135,-50.81554
BERNARDINO DE CAMPOS,350630,GVE 13 ASSIS,SANTA CASA HOSPITAL JESUS MARIA JOSE,"Av. Guilherme Arruda Castanho, 469, Bernardino de Campos - SP, 18960-021",0,,1,(14) 3346-1100,,-2.301.676,-4.947.370,0,0,0,0,0,0,0,0,-23.01676,-49.4737
BERTIOGA,350635,GVE 25 SANTOS,HOSPITAL MUNICIPAL DE BERTIOGA,PÇA. VICENTE MOLINARI S/Nº,1,"Botrópico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(13) 3319-9040,JARARACA; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.384.293,-4.613.968,1,0,0,0,1,1,1,0,-23.84293,-46.13968
BILAC,350640,GVE 11 ARACATUBA,ASSOCIACAO HOSPITALAR BENEFICENTE DO BRASIL,"Rua 7 de Setembro, 529, Bilac - SP, 16210-000",0,,1,(18) 3659-1243,,-2.140.553,-5.047.194,0,0,0,0,0,0,0,0,-21.40553,-50.47194
BIRIGUI,350650,GVE 11 ARACATUBA,PRONTO SOCORRO MUNICIPAL - BIRIGUI,"RUA LUIZ OBA, 249",1,"Botrópico, Crotálico, Loxoscélico, Fonêutrico e Escorpiônico.",1,(18) 3638-8580,JARARACA; CASCAVEL; ARANHA MARROM; ARANHA ARMADEIRA; ESCORPIÃO.,-2.128.133,-5.033.525,1,1,0,0,1,1,1,0,-21.28133,-50.33525
BIRITIBA MIRIM,350660,GVE 8 MOGI DAS CRUZES,PRONTO ATENDIMENTO IRIO TAINO,"AVENIDA MARIA JOSÉ DE SIQUEIRA MELO, 682 - JARDIM PAMELA, BIRITIBA MIRIM - SP, 08940-000",0,,1,-,,-2.358.029,-4.603.992,0,0,0,0,0,0,0,0,-23.58029,-46.03992
BOA ESPERANCA DO SUL,350670,GVE 12 ARARAQUARA,SANTA CASA SAO VICENTE DE PAULO BOA ESPERANCA DO SUL,"R. Duque de Caxias, 379 - Centro, Boa Esperança do Sul - SP, 14930-000",0,,1,(16) 3346-1103,,-2.198.752,-4.838.682,0,0,0,0,0,0,0,0,-21.98752,-48.38682
BOCAINA,350680,GVE 15 BAURU,SANTA CASA DE MISERICORDIA DE BOCAINA,"R. Cerqueira César, 239 - CENTRO, Bocaina - SP, 17240-000",1,Escorpiônico,1,(14) 3666-1190,ESCORPIÃO,-2.213.988,-4.851.748,0,0,0,0,0,0,1,0,-22.13988,-48.51748
